Data_Publicacao,Manchete,Score_IA,Classificacao
2025-05-23 07:00:00,Texas moves closer to creating a Bitcoin reserve - Digital Watch Observatory,0.0,Neutro
2025-05-23 07:00:00,Why the Bitcoin Market Cycle Is Different This Time - ETF Trends,0.0,Neutro
2025-05-23 07:00:00,Kentucky’s Bitcoin Boom Has Gone Bust - WIRED,0.0,Neutro
2025-05-24 07:00:00,"Bitcoin Pizza Day Turns 15: How 10,000 BTC Could Have Bought Private Islands, Manhattan Penthouses And Some Of The World's Most Extravagant Luxuries Today - Yahoo Finance",0.25,Positivo (Comprar)
2025-05-24 07:00:00,"Bitcoin New All-Time High: If History Is Any Guide, This Happens Next - Yahoo Finance",0.0988,Neutro
2025-05-25 07:00:00,BlackRock Bitcoin fund now second-largest holder - Digital Watch Observatory,0.0,Neutro
2025-05-25 07:00:00,"More Americans Now Hold Bitcoin Than Gold, Report Says - Yahoo Finance",0.5,Positivo (Comprar)
2025-05-26 07:00:00,Advancing digital assets with new crypto derivatives - LSEG,0.0682,Neutro
2025-05-26 07:00:00,"Bitcoin Mining in Iran, IRGC Operations and the Power Grid Crisis - National Council of Resistance of Iran - NCRI",0.0,Neutro
2025-05-26 07:00:00,"Strategy Acquires 4,020 BTC and Now Holds 580,250 BTC - Strategy",0.0,Neutro
2025-05-27 07:00:00,Donald Trump’s Media Conglomerate Is Becoming a Bitcoin Reserve - WIRED,0.45,Positivo (Comprar)
2025-05-27 07:00:00,Trump Media group announces plan to establish $2.5 billion Bitcoin treasury - Fortune,0.0,Neutro
2025-05-27 07:00:00,Trump Media to raise $2.5 billion to buy bitcoin - Yahoo Finance,0.0,Neutro
2025-05-27 07:00:00,DJT shares fall 10% as Trump Media says it's raising $2.5 billion to buy bitcoin - CNBC,0.0,Neutro
2025-05-27 07:00:00,The only thing better than Bitcoin is...MSTR? - Yahoo Finance,0.25,Positivo (Comprar)
2025-05-27 07:00:00,Trump Media to raise $2.5 billion to invest in bitcoin - Reuters,0.0,Neutro
2025-05-27 07:00:00,Trump Media Raises Money to Buy $2.5 Billion in Bitcoin - The New York Times,0.1364,Positivo (Comprar)
2025-05-27 07:00:00,Trump Media plans $2.5 billion bitcoin purchase - Axios,0.0,Neutro
2025-05-27 07:00:00,Trump's social media venture strikes $2.5B deal to buy bitcoin - Politico,0.0333,Neutro
2025-05-27 07:00:00,Trump Media Shares Fall Sharply on Plans to Raise Billions to Buy Bitcoin - WSJ,-0.125,Negativo (Vender)
2025-05-27 07:00:00,Cantor’s Bitcoin Financing Business Fully Operational; Executes Initial Trades Throughout May - Cantor Fitzgerald,0.0,Neutro
2025-05-27 07:00:00,Trump Media strikes $2.5 billion deal aimed at buying bitcoin tokens. Here's what's behind the move. - CBS News,-0.4,Negativo (Vender)
2025-05-27 07:00:00,Cantor Fitzgerald launches Bitcoin lending - ledgerinsights.com,0.0,Neutro
2025-05-27 07:00:00,Trump Media to raise $2.5bn to invest in Bitcoin - Al Jazeera,0.0,Neutro
2025-05-27 07:00:00,Quantum computers might break Bitcoin security faster than thought - Digital Watch Observatory,0.0,Neutro
2025-05-27 07:00:00,"Block's bitcoin checkout goes live in Vegas, a significant step in making it 'everyday money' - CNBC",0.1038,Positivo (Comprar)
2025-05-28 07:00:00,Bitcoin mining impacts Northeast TN from Limestone to Mountain City - WJHL,0.0,Neutro
2025-05-28 07:00:00,GameStop buys bitcoin worth $513 million in crypto push - Reuters,0.3,Positivo (Comprar)
2025-05-28 07:00:00,How has Bitcoin performed since Trump took office? - Al Jazeera,0.0,Neutro
2025-05-28 07:00:00,JD Vance tells bitcoin conference that stablecoins don't threaten the dollar - CNBC,0.0,Neutro
2025-05-28 07:00:00,GameStop drops nearly 11% despite initiating bitcoin buying plan with $500 million purchase - CNBC,0.1,Neutro
2025-05-28 07:00:00,Trump’s media company to take $2.5bn investment to buy bitcoin - The Guardian,0.0,Neutro
2025-05-28 07:00:00,Second suspect arrested in alleged NYC Bitcoin torture scheme - BBC,-0.05,Neutro
2025-05-28 07:00:00,Trump’s week of crypto embrace continues despite ethics red flags - Politico,0.0,Neutro
2025-05-28 07:00:00,US Vice President Vance touts Trump’s crypto record at Bitcoin conference - Al Jazeera,0.0,Neutro
2025-05-28 07:00:00,Vance says US should use bitcoin as an advantage in rivalry with China - Reuters,0.0,Neutro
2025-05-28 07:00:00,Strategic bitcoin reserve bill clears hurdle in Texas Legislature - Axios,0.0,Neutro
2025-05-28 07:00:00,Michigan to the moon! Lawmakers introduce bipartisan cryptocurrency legislation - Michigan House Republicans,0.0,Neutro
2025-05-28 07:00:00,GameStop stock slides 10% as company announces $500 million bitcoin purchase - Yahoo Finance,0.0,Neutro
2025-05-28 07:00:00,GameStop Corp. (GME) Slides as Investors React to $500 Million Bitcoin Purchase - Yahoo Finance,0.0,Neutro
2025-05-28 07:00:00,Vance doubles down on crypto support at bitcoin conference - Axios,-0.1556,Negativo (Vender)
2025-05-28 07:00:00,Investors flee GameStop following $500 million Bitcoin splurge - Fortune,0.0,Neutro
2025-05-28 07:00:00,Bitcoin Price Falls. Key Crypto Conference Fails to Lift Digital Coins. - Barron's,-0.1667,Negativo (Vender)
2025-05-28 07:00:00,"As economists warn tariff policies are hammering the dollar, Trump family invests heavily in crypto - PBS",-0.2,Negativo (Vender)
2025-05-28 07:00:00,GameStop purchases more than $500 million in bitcoin in first crypto push - CBS News,0.375,Positivo (Comprar)
2025-05-28 07:00:00,"‘A wholesale embrace’: JD Vance, Trump’s sons tout crypto deregulation at Bitcoin event - NBC News",0.0,Neutro
2025-05-28 07:00:00,Businesses are on a bitcoin buying spree - Morning Brew,0.0,Neutro
2025-05-28 07:00:00,Trump Sons Speak at Bitcoin Conference - C-SPAN,0.0,Neutro
2025-05-28 07:00:00,JD Vance says crypto can help everyday Americans. Here's how many actually use it. - NBC News,0.1,Neutro
2025-05-28 07:00:00,Vice President JD Vance Delivers Remarks at Bitcoin 2025 Conference - The White House (.gov),0.0,Neutro
2025-06-02 07:00:00,"Bitcoin Goes All In on MAGA, Shedding Its Antigovernment Slant - WSJ",0.0,Neutro
2025-06-02 07:00:00,​GameStop Q1 2025 Earnings Preview: Bitcoin Strategy Takes Centre Stage​ - ig.com,0.0,Neutro
2025-06-02 07:00:00,Protecting the American public from crypto risks and harms - Brookings,0.0,Neutro
2025-06-02 07:00:00,May 2025: U.S. Fiscal Risks Driving Bitcoin Demand - Grayscale,0.0,Neutro
2025-06-02 07:00:00,Why Bitcoin's Relationship with Equities Has Changed - Institutional Investor,0.0,Neutro
2025-06-03 07:00:00,New Alaska Bitcoin mine would use as much power as the state’s largest coal plant produces - Alaska Beacon,0.1682,Positivo (Comprar)
2025-06-03 07:00:00,Trump's Truth Social takes step toward launching bitcoin ETF with NYSE Arca filing - CNBC,0.0333,Neutro
2025-06-03 07:00:00,MARA Announces Bitcoin Production and Mining Operation Updates for May 2025 - MARA Holdings,0.0,Neutro
2025-06-03 07:00:00,Corporate crypto treasuries: financial alchemy meets bitcoin - Axios,0.0,Neutro
2025-06-04 07:00:00,"Michael Saylor’s bitcoin imitators are multiplying, from Trump to GameStop - Yahoo Finance",0.0,Neutro
2025-06-05 07:00:00,"At Bitcoin 2025, Crypto Purists and the MAGA Faithful Collide - WIRED",0.0,Neutro
2025-06-05 07:00:00,"Inside the 13F Filings of Bitcoin ETFs Q1 2025, the institutional investors rebalance - CoinShares",0.0,Neutro
2025-06-05 07:00:00,Texas set to create bitcoin reserve as states warm to crypto - E&E News by POLITICO,0.6,Positivo (Comprar)
2025-06-05 07:00:00,"Bitcoin price holds above $104,500 amid US debt warning - Yahoo Finance UK",0.0,Neutro
2025-06-05 07:00:00,"Ross Ulbricht Got a $31 Million Donation From a Dark Web Source, Crypto Tracers Suspect - WIRED",-0.15,Negativo (Vender)
2025-06-05 07:00:00,Report: JP Morgan to accept Bitcoin ETF collateral despite Basel crypto rules - ledgerinsights.com,0.0,Neutro
2025-06-06 07:00:00,What are ‘crypto kidnappings’ and why are they on the rise? - Al Jazeera,0.0,Neutro
2025-06-06 07:00:00,Why more and more companies are buying bitcoin - Yahoo Finance,0.5,Positivo (Comprar)
2025-06-06 07:00:00,Bitcoin ETFs are cheaper than crypto stocks. Here’s why - 21Shares,0.0,Neutro
2025-06-06 07:00:00,Bitcoin rebounds after Trump and Musk's online feud weighs on crypto prices: CNBC Crypto World - CNBC,0.0,Neutro
2025-06-06 07:00:00,Bitcoin sent to Silk Road founder Ross Ulbricht may have come from defunct ‘darknet’ marketplace AlphaBay - Fortune,0.0,Neutro
2025-06-06 07:00:00,Strategy's Michael Saylor on bitcoin: Expect 30% ARR on average over the next 20 years - CNBC,-0.075,Neutro
2025-06-06 07:00:00,Former Ripple exec Greg Kidd buys Know Labs with Bitcoin - MobiHealthNews,0.0,Neutro
2025-06-07 07:00:00,'Bitcoin Family' hides crypto codes etched onto metal cards on four continents after recent kidnappings - CNBC,0.0,Neutro
2025-06-07 07:00:00,Crypto's Shocking Transformation: How Bitcoin Volatility Plummeted From 400% To 80% - Yahoo Finance,-1.0,Negativo (Vender)
2025-06-08 07:00:00,Bitcoin braces for a quantum computing onslaught - The Week,0.0,Neutro
2025-06-09 07:00:00,"Will the Bitcoin Price Fall Back Below $100,000? - Morningstar Canada",0.0,Neutro
2025-06-09 07:00:00,"Will Bitcoin Fall Back Below $100,000? - Morningstar",0.0,Neutro
2025-06-09 07:00:00,BlackRock’s Bitcoin ETF becomes fastest-ever ETF to accumulate $70 billion - Fortune,0.0,Neutro
2025-06-09 07:00:00,Bitcoin Meets Sunshine: SolarBank Blends Clean Energy with Digital Assets - CarbonCredits.com,0.1833,Positivo (Comprar)
2025-06-09 07:00:00,"Will Bitcoin Fall Back Below USD 100,000? - Morningstar Canada",0.0,Neutro
2025-06-10 07:00:00,Crypto’s hottest new trend: publicly traded companies buying bunches of bitcoin - AP News,0.0682,Neutro
2025-06-10 07:00:00,"Bitcoin is primed for a surge to fresh all-time highs above $130,000, according to the charts - CNBC",0.15,Positivo (Comprar)
2025-06-10 07:00:00,Czech government installs new minister after bitcoin scandal - Reuters,0.1364,Positivo (Comprar)
2025-06-10 07:00:00,"Bitcoin held above $100,000 for 30 consecutive days — even with a 10% pullback — for the first time ever - CNBC",0.125,Positivo (Comprar)
2025-06-10 07:00:00,Bitcoin climbs as companies increasingly use tokens to 'hedge against inflation' - Yahoo Finance,0.0,Neutro
2025-06-11 07:00:00,Peter Schiff Says He'd Admit He Was Wrong On Bitcoin If He Wakes Up In A World Where... - Yahoo Finance,-0.5,Negativo (Vender)
2025-06-11 07:00:00,"As the UK Moves Closer to Bitcoin ETFs, Will Investors Benefit? - Morningstar Canada",0.0,Neutro
2025-06-11 07:00:00,Breakingviews - The bitcoin hoarder copycat game is just beginning - Reuters,-0.4,Negativo (Vender)
2025-06-12 07:00:00,Bitcoin: A Beginner's Guide To The World's Largest Cryptocurrency - Bankrate,0.0,Neutro
2025-06-12 07:00:00,GameStop Joins $50 Billion Institutional Surge Into Bitcoin as Treasury Asset - PYMNTS.com,0.0,Neutro
2025-06-12 07:00:00,How bitcoin price's newest source of long-term support is evolving - CNBC,0.0,Neutro
2025-06-12 07:00:00,"As Pension Funds Buy Bitcoin, A New Path In Its History Is Traced - Forbes",0.1364,Positivo (Comprar)
2025-06-13 07:00:00,There’s a Good Chance Crypto Is Spreading in Your Retirement Account - The New York Times,0.4182,Positivo (Comprar)
2025-06-13 07:00:00,"An Investor Who Took Out $150,000 In Loans To Buy Bitcoin Gives A Three-Year Update. But Everyone Just Wants To Know—How'd He Get 0% Loans? - Yahoo Finance",0.2,Positivo (Comprar)
2025-06-13 07:00:00,Trump Media's registration for bitcoin treasury deal becomes effective - Reuters,0.6,Positivo (Comprar)
2025-06-13 07:00:00,Bitcoin Price Tumbles as Gold Rises. Amazon and Walmart Consider Issuing Stablecoins. - Barron's,0.0,Neutro
2025-06-14 07:00:00,"Bitcoin becoming 'more central’ to portfolios as its volatility cools, Coatue's Philippe Laffont says - CNBC",0.3167,Positivo (Comprar)
2025-06-14 07:00:00,3 Reasons Why Bitcoin in Your 401(k) Is Still a Terrible Idea - Center for Retirement Research,-0.55,Negativo (Vender)
2025-06-15 07:00:00,I Asked ChatGPT To Explain Bitcoin to Me Like I’m 12 — Here’s What It Said - Yahoo Finance,0.0,Neutro
2025-06-16 07:00:00,"What are bitcoin treasury strategies, the latest trend in the public markets? - Reuters",0.25,Positivo (Comprar)
2025-06-16 07:00:00,Trump Media seeks SEC approval for bitcoin and ethereum ETF - Reuters,-0.1,Neutro
2025-06-16 07:00:00,Pakistan Embraces Bitcoin With Assist From Strategy’s Michael Saylor - PYMNTS.com,0.0,Neutro
2025-06-16 07:00:00,Spot Bitcoin ETFs now make up 25% of global BTC trading volume - The Block,0.0,Neutro
2025-06-16 07:00:00,Your Pastor Now Accepts Bitcoin: Why That Should Worry You - Religion Unplugged,0.0,Neutro
2025-06-17 07:00:00,Spanish bank BBVA tells wealthy clients to invest in bitcoin - Reuters,0.25,Positivo (Comprar)
2025-06-17 07:00:00,Jasper County deputies seize nearly $32K from bitcoin kiosk after family scammed out of $25K - 12newsnow.com,0.1,Neutro
2025-06-18 07:00:00,Dominant Chinese makers of bitcoin mining machines set up US production to beat tariffs - Reuters,0.0,Neutro
2025-06-18 07:00:00,Czech government survives no-confidence motion over bitcoin scandal - Reuters,0.0,Neutro
2025-06-18 07:00:00,Is Bitcoin becoming a corporate strategy? - invesco.com,0.225,Positivo (Comprar)
2025-06-19 07:00:00,"Semler Scientific® Appoints Joe Burnett as Director of Bitcoin Strategy; Targets Owning at Least 10,000 Bitcoins by Year-End 2025 and 105,000 by Year-End 2027 - PR Newswire",-0.3,Negativo (Vender)
2025-06-19 07:00:00,Hackers reportedly wipe out $90 million from largest Iranian cryptocurrency exchange - PBS,0.0,Neutro
2025-06-20 07:00:00,What Happens To Bitcoin When Quantum Computers Arrive? - Bitcoin Magazine,0.0,Neutro
2025-06-20 07:00:00,A False Start on the Road to an All-American Bitcoin - WIRED,-0.4,Negativo (Vender)
2025-06-20 07:00:00,Could a bitcoin-based indexed annuity be in the future? - InsuranceNewsNet,0.0,Neutro
2025-06-21 07:00:00,"Can a $10,000 Investment in Bitcoin Turn Into $1 Million By 2035? - Yahoo Finance",0.0,Neutro
2025-06-22 07:00:00,"Bitcoin plummets below $100,000 after U.S. strikes Iran nuclear sites - Fortune",0.0,Neutro
2025-06-22 07:00:00,"Bitcoin briefly sinks below $99,000 as U.S. strikes on Iran trigger crypto market sell-off - CNBC",-0.1,Neutro
2025-06-22 07:00:00,"Should You Buy Bitcoin While It's Under $110,000? - Yahoo Finance",0.0,Neutro
2025-06-23 07:00:00,Investor Anthony Pompliano Launches $1 Billion Bitcoin Treasury Firm - PYMNTS.com,-0.2,Negativo (Vender)
2025-06-23 07:00:00,Anthony Pompliano strikes deal to create publicly-traded Bitcoin treasury company - Fortune,0.0,Neutro
2025-06-23 07:00:00,Can Bitcoin trigger speculative pressures on the US Dollar? A new study suggests it can - UB - Universitat de Barcelona,0.1364,Positivo (Comprar)
2025-06-23 07:00:00,Could Bitcoin Replace the Dollar and Become the Global Reserve Currency? - Yahoo Finance,0.0,Neutro
2025-06-23 07:00:00,Texas Ready for $10M Bitcoin Purchase After Governor Signs Bill for State Reserve - CoinDesk,0.2,Positivo (Comprar)
2025-06-23 07:00:00,"Pompliano’s ProCap raises over $750 million, goes public via SPAC as bitcoin treasury bubble grows - CNBC",0.0,Neutro
2025-06-23 07:00:00,Texas Ready for $10M Bitcoin Purchase After Governor Signs Bill for State Reserve - Yahoo Finance,0.2,Positivo (Comprar)
2025-06-24 07:00:00,Bitcoin Supply Limit Increasingly in Focus - ETF Trends,0.0,Neutro
2025-06-24 07:00:00,From boom to bitcoin: A device maker’s surprising pivot amid a Medicare crackdown - statnews.com,0.7,Positivo (Comprar)
2025-06-24 07:00:00,"Bitcoin price rises as Israel-Iran ceasefire begins, and Senate unveils major crypto bill - CNBC",0.0625,Neutro
2025-06-24 07:00:00,States crack down on bitcoin ATMs as scams surge - Axios,-0.1556,Negativo (Vender)
2025-06-24 07:00:00,US investor strikes $1 billion merger to create bitcoin treasury company - Reuters,0.0,Neutro
2025-06-25 07:00:00,"Bitcoin Surpasses $100,000: How BTC Crossed The $100K Mark - Ledger",0.0,Neutro
2025-06-25 07:00:00,VanEck Mid-June Bitcoin ChainCheck - VanEck,0.0,Neutro
2025-06-25 07:00:00,Texas Establishes Strategic Bitcoin Reserve - Hunton Andrews Kurth LLP,0.0,Neutro
2025-06-25 07:00:00,Video: Bitcoin and Beyond: What Investors Should Know - Morningstar Canada,0.0,Neutro
2025-06-25 07:00:00,"Bitcoin rises, NYSE battles for Trump ETF, and crypto may be coming to mortgage next - CNBC",0.0,Neutro
2025-06-25 07:00:00,Why a billionaire investor thinks bitcoin's total market value could more than double to $5 trillion - Business Insider,0.1667,Positivo (Comprar)
2025-06-26 01:02:59,"The Proliferation of Cryptoasset Treasury Strategies in Public Markets - Skadden, Arps, Slate, Meagher & Flom LLP",0.0,Neutro
2025-06-26 07:00:00,"Inspired by Trump, Texas first to fund state ‘strategic’ bitcoin reserve - StateScoop",0.25,Positivo (Comprar)
2025-06-26 07:00:00,Long-term bitcoin holders are selling. Here's what we know - CNBC,0.0,Neutro
2025-06-26 07:00:00,Bitcoin’s New Peak: Is It Too Late for Your Clients to Get In? - ETF Database,-0.0818,Neutro
2025-06-26 07:00:00,Federal Housing Finance Agency: crypto to be counted as mortgage collateral - ledgerinsights.com,0.0,Neutro
2025-06-26 07:00:00,North Carolina opens the door to bitcoin but state treasurer remains wary - Top1000funds.com,-0.5,Negativo (Vender)
2025-06-26 07:00:00,"A Remote Himalayan Kingdom Bet Big on Bitcoin Mining. So Far, It Has Paid Off. - WSJ",0.0,Neutro
2025-06-27 07:00:00,When Trump met crypto : Planet Money - NPR,0.0,Neutro
2025-06-27 07:00:00,If Institutions Are Buying Why Isn’t The Bitcoin Price Going Up? - Bitcoin Magazine,0.0,Neutro
2025-06-27 07:00:00,‘Forest fire’: Corporate America’s bitcoin buying spree fuels concern - Politico,0.0,Neutro
2025-06-27 07:00:00,"Bigger bitcoin HODL: Time for 10% to 40% of portfolio in crypto, says financial advisor Ric Edelman - CNBC",0.0,Neutro
2025-06-27 07:00:00,Bitcoin mining farm in eastern UP prompts school to pause expansion - WCMU Public Radio,0.0,Neutro
2025-06-27 07:00:00,How Investing in Tehran Is Like Bitcoin in 2010 - Bloomberg,0.0,Neutro
2025-07-01 07:00:00,Trump family’s Bitcoin-mining company raises $220 million as crypto’s role in business empire grows - Fortune,0.0,Neutro
2025-07-01 07:00:00,Public companies bought more bitcoin than ETFs did for the third quarter in a row - CNBC,0.1667,Positivo (Comprar)
2025-07-01 07:00:00,Bitcoin adoption and price elasticity of demand: cross-country insights - Nature,0.0,Neutro
2025-07-01 07:00:00,Why Are Bitcoin Treasury Companies Trading at Such High Premiums to NAV? - galaxy.com,0.08,Neutro
2025-07-01 07:00:00,Navigating a New Era of Corporate Finance: Bitcoin Treasury Companies - Natixis CIB | Natixis Corporate & Investment Banking,0.0455,Neutro
2025-07-01 07:00:00,The Salvadoran beach town that became a Bitcoin testbed - BBC,0.0,Neutro
2025-07-02 01:30:02,AI + Digital Energy: How Bitcoin Powers the Future of Compute - MARA Holdings,0.0,Neutro
2025-07-02 07:00:00,"Bitcoin’s price will surge to $136,000 in July for three reasons, Bitwise says - dlnews.com",0.0,Neutro
2025-07-02 07:00:00,BlackRock Bitcoin ETF drives more revenue than its S&P 500 fund - Fortune,0.5,Positivo (Comprar)
2025-07-02 07:00:00,Global-local graph attention with cyclic pseudo-labels for bitcoin anti-money laundering detection - Nature,0.0,Neutro
2025-07-04 07:00:00,Bitcoin OG wallets move billions of dollars in BTC after 14 years of dormancy - The Block,0.0,Neutro
2025-07-04 07:00:00,Sleeping beauty bitcoin wallets wake up after 14 years to the tune of $2 billion - MarketWatch,0.0,Neutro
2025-07-05 07:00:00,"Bitcoin investor moves $8 billion worth of crypto after 14 years, originally bought for less than $210,000 — 80,000 BTC transferred from dormant Satoshi-era wallet - Tom's Hardware",0.1694,Positivo (Comprar)
2025-07-06 07:00:00,Bitcoin's 5% Problem: Why Most People Still Don't Own Crypto—And What That Means for Its Future - Yahoo Finance,0.3667,Positivo (Comprar)
2025-07-06 17:03:07,The Rise of Bitcoin Stocks and Bonds - Lyn Alden - Investment Strategy,0.0,Neutro
2025-07-07 07:00:00,"Is bitcoin price stalling at $100,000? ETF experts debate next crypto trades - CNBC",0.0,Neutro
2025-07-07 07:00:00,Would Americans rather own a bitcoin or gold bar? [Reality checks ft. Sandy Kaul] - YouGov,0.6,Positivo (Comprar)
2025-07-08 07:00:00,Did Quantum Fears Prompt a Bitcoin Whale to Make an $8 Billion Move? - The Quantum Insider,0.0,Neutro
2025-07-08 07:00:00,Prediction: Bitcoin Will Become a Reserve Currency - Yahoo Finance,0.0,Neutro
2025-07-08 07:00:00,Exclusive: Ego Death Capital closes $100M fund for bitcoin companies - Axios,0.0,Neutro
2025-07-09 07:00:00,"Bitcoin rises to fresh record above $112,000, helped by Nvidia-led tech rally - CNBC",0.15,Positivo (Comprar)
2025-07-10 07:00:00,"Bitcoin reaches all-time highs as it surges beyond $113,000 - Fortune",0.0,Neutro
2025-07-10 07:00:00,"Bitcoin soars to all-time peak just shy of $112,000 - Reuters",-0.5,Negativo (Vender)
2025-07-10 07:00:00,"Bitcoin clocks new all-time high above $113,800 - Axios",0.0988,Neutro
2025-07-10 07:00:00,Countries build state-level Bitcoin reserves worldwide - Digital Watch Observatory,0.0,Neutro
2025-07-10 07:00:00,White House officials own up to $2.35 million in proposed national crypto reserve assets - CREW - Citizens for Responsibility and Ethics in Washington,0.3,Positivo (Comprar)
2025-07-10 07:00:00,Investors Push Back on Bitcoin Miner Exec Pay - VanEck,0.0,Neutro
2025-07-10 07:00:00,Bitcoin jumps to record on institutional investor demand - Reuters,0.0,Neutro
2025-07-10 07:00:00,Why Is BTC Up: Bitcoin Hits All-Time High as Analyst Sets $140K Target - CoinDesk,0.16,Positivo (Comprar)
2025-07-10 07:00:00,"Bitcoin sets another record above $113,000 as investors jump into risk assets, liquidate shorts - CNBC",0.0,Neutro
2025-07-10 07:00:00,"Bitcoin’s Path to a New All-Time High, in Charts - WSJ",0.1482,Positivo (Comprar)
2025-07-11 07:00:00,Why Bitcoin Soared to New All-Time Highs Today - Yahoo Finance,0.1364,Positivo (Comprar)
2025-07-11 07:00:00,Don’t Offer Bitcoin In Your 401(k) Plan - JD Supra,0.0,Neutro
2025-07-11 07:00:00,"Crypto investors look ahead to policy wins, propelling bitcoin to record high - Reuters",0.23,Positivo (Comprar)
2025-07-11 07:00:00,"Bitcoin flies to new all-time highs, briefly topping $118,000 as institutions pile into ETFs - CNBC",0.0682,Neutro
2025-07-11 07:00:00,"Bitcoin surges to a fresh all-time high above $118,000 - Business Insider",0.1533,Positivo (Comprar)
2025-07-11 07:00:00,"Bitcoin surges to new highs above $118,000 as investors go risk-on - Yahoo Finance",0.0682,Neutro
2025-07-11 16:28:13,"Bitcoin Price Today: Bitcoin Is At $71,219 - Forbes",0.0,Neutro
2025-07-13 07:00:00,Bitcoin Just Hit a New Record High. 5 Reasons It Could Soar Even Further in the Second Half of 2025. - Yahoo Finance,0.0259,Neutro
2025-07-13 07:00:00,Should You Buy Bitcoin Before 2028? - Yahoo Finance,0.0,Neutro
2025-07-14 07:00:00,"Bitcoin could hit $160,000 by end-2025: Expert - CNBC",0.0,Neutro
2025-07-14 07:00:00,"Bitcoin hits new high above $120,000 as U.S. lawmakers begin 'Crypto Week' - CNBC",0.0988,Neutro
2025-07-14 07:00:00,"Bitcoin blows past $120,000 to new all-time high as investors pile into BlackRock ETFs - Fortune",0.0155,Neutro
2025-07-14 07:00:00,"Bitcoin tops $120,000 for the first time - CNN",0.25,Positivo (Comprar)
2025-07-14 07:00:00,Bitcoin rally driven more by institutional demand than speculation - Reuters,0.5,Positivo (Comprar)
2025-07-14 07:00:00,"Bitcoin climbs to record $123,000 as investors eye U.S. policy boost - Reuters",0.0,Neutro
2025-07-14 07:00:00,Bitcoin Hits $120K. The Real Story Isn’t the Price—It’s Who Controls Your Wallet. - The Free Press,0.3,Positivo (Comprar)
2025-07-14 07:00:00,Bitcoin holdings of Saylor’s Strategy swell to over $70 billion - Fortune,0.0,Neutro
2025-07-14 07:00:00,Bitcoin Booms in Low-Risk Environment - Kaiko - Research,0.0,Neutro
2025-07-14 07:00:00,"Bitcoin’s ‘Crypto Week’ climb to $120,000 points to possible bubble, says cryptocurrency expert. - Northeastern Global News",0.0,Neutro
2025-07-14 07:00:00,What is the US’s Crypto Week? Why has Bitcoin hit a record high? - Al Jazeera,0.16,Positivo (Comprar)
2025-07-14 07:00:00,"Bitcoin surges to new record, riding momentum in D.C. and markets - NBC News",0.1364,Positivo (Comprar)
2025-07-15 07:00:00,"Bitcoin falls below $117,000 after Trump crypto bills are blocked before vote - CNBC",0.0,Neutro
2025-07-15 07:00:00,Cantor Fitzgerald close to $4bn Spac deal with bitcoin pioneer - Financial Times,0.0,Neutro
2025-07-15 07:00:00,Bitcoin is nearly double where it was a year ago. This is what's behind the run - CNBC,-0.2,Negativo (Vender)
2025-07-15 07:00:00,Beyond Bitcoin: Ethereum as a Corporate Treasury Asset - galaxy.com,0.0,Neutro
2025-07-16 07:00:00,How investors lose money when bitcoin rises - Axios,0.0,Neutro
2025-07-16 07:00:00,The bitcoin rally - Financial Times,0.0,Neutro
2025-07-16 07:00:00,Why defensive names and bitcoin could be solid plays over the next six months - CNBC,0.0,Neutro
2025-07-16 07:00:00,"Bitcoin Hits All-Time High, But Will Its Carbon Footprint Cloud the Rally? - CarbonCredits.com",0.16,Positivo (Comprar)
2025-07-16 07:00:00,Legal battle underway over bitcoin mine in eastern UP - WCMU Public Radio,0.1,Neutro
2025-07-16 07:00:00,El Salvador’s Bitcoin reserves surge past $760 million - Digital Watch Observatory,-0.125,Negativo (Vender)
2025-07-16 07:00:00,Why Stablecoins—Not Bitcoin—Are Silicon Valley's Next Big Crypto Play - Yahoo Finance,0.0,Neutro
2025-07-16 07:00:00,"Bitcoin price prediction for 2025, 2030 and 2035: July 2025 report - Yahoo Finance",0.0,Neutro
2025-07-17 07:00:00,"Bitcoin Soars Past $120,000 as House Takes Up Crypto Bills - The New York Times",-0.0568,Neutro
2025-07-17 07:00:00,Everyone Wants a Bitcoin Treasury - Bloomberg,0.2,Positivo (Comprar)
2025-07-17 07:00:00,"OG bitcoin whale moves another 40,000 BTC worth $4.75 billion to new address amid speculation of forthcoming sales - The Block",0.2182,Positivo (Comprar)
2025-07-17 07:00:00,Day 5: Crypto Has Made Trump $1.2 BILLION Richer – and Counting - House Financial Services Committee Democrats (.gov),0.0,Neutro
2025-07-17 07:00:00,"Bitcoin treasury firms are a better bet than crypto ETFs, says Twenty-One Capital CEO Jack Mallers - Fortune",0.5,Positivo (Comprar)
2025-07-17 07:00:00,"Why Apple, Amazon and other tech giants are considering bitcoin - Yahoo Finance UK",-0.125,Negativo (Vender)
2025-07-18 07:00:00,Bitcoin Mining at Home: A Practical Guide - Ledger,0.0,Neutro
2025-07-18 07:00:00,Institutional investors warm to crypto but demand still nascent - Reuters,0.6,Positivo (Comprar)
2025-07-18 07:00:00,Bitcoin bubble? How much more is it expected to rise in 2025? - Euronews.com,0.2,Positivo (Comprar)
2025-07-19 07:00:00,Why Robert Kiyosaki Says Bitcoin Is the ‘Biggest Opportunity’ for Investors - Yahoo Finance,0.0,Neutro
